CellId,Nuclear Volume [fL],Cellular Volume [fL],Nuclear Surface Area [um^2],Cellular Surface Area [um^2],Radial Proximity [unitless],Apical Proximity [unitless]
33104,330.95873,1126.844967,245.7402,698.1982,0.460591279722363,0.0887325633723517
33105,336.397477,1097.626945,257.5983,721.8303,0.491701973348937,0.061228020291352
33106,474.195327,1289.812265,316.7206,713.5044,0.373274168271434,0.345172093699327
33110,764.765873,2375.391044,392.1583,1197.8363,0.388254117004064,0.192028553903377
33115,1031.459588,2977.921289,473.3148,1297.0743,0.348977842514594,0.152593157742187
33121,573.775614,1802.810491,346.2397,974.4667,0.489266298081074,0.2680382800749
33127,466.244513,1446.462812,288.7994,861.6886,0.522637922554536,0.343246734246514
33131,355.567231,1134.137278,253.3933,702.8237,0.601557407503021,0.219942152935053
33132,157.918775,1490.143511,130.1027,705.1785,0.804239059966924,0.0193682881784036
33134,418.222572,1188.671082,285.7718,704.1693,0.51720807951475,0.197834009000526
33135,224.451967,2486.507328,184.2631,1101.7941,0.988873995369969,-0.0434706962700545
33136,245.889898,1306.51873,179.7217,692.4794,0.713516443255638,0.191083747382287
33138,595.652547,1574.139227,359.4434,919.3812,0.366131554365981,0.0206413068871736
33152,460.659432,1271.032735,300.7416,722.0826,0.521006214644932,0.182303351249595
33161,627.894805,1860.100252,342.287,1049.7362,0.616529623779573,0.0339166001042794
33162,923.245595,2665.668922,430.3397,1302.5408,0.342574234820384,0.0805609981340827
33166,629.260589,1767.982999,325.1306,970.514,0.423269299911825,-0.140162454015468
33167,622.626781,1730.497106,352.5472,917.7833,0.420457135237575,0.00418253957286474
33168,725.841029,2069.796874,359.8639,1013.0686,0.558379333276723,-0.112585978858852
33171,630.748318,1736.25291,334.8021,904.8319,0.402415662771258,-0.09735531118679
33173,638.162574,1854.588338,361.1254,952.6848,0.439755512481512,-0.0433139211063795
33176,312.935259,3426.020386,259.028,1146.6194,0.981766121181522,-0.138331556223534
33177,662.478407,1780.348222,329.4197,799.5387,0.305272616175971,0.27616773472154
33182,688.867305,1850.588542,355.9112,901.2997,0.280704660599584,0.106240051056484
33184,492.511466,1338.639043,286.8651,723.5123,0.364893007274801,-0.0129961180051923
33186,886.613317,2595.062767,447.2438,1136.191,0.462918842611941,0.12803123242073
33187,627.77286,1757.032338,351.3698,985.0633,0.246350243124257,-0.304693998876171
33190,859.882973,2283.810349,451.9534,1107.9334,0.431457011220296,0.0958005044399577
33191,625.285182,1919.828913,356.6681,1049.4839,0.468990197969192,0.0973147265550414
33197,686.891796,1997.629823,339.0912,1011.8912,0.547337811341249,0.0338584156983863
33198,1010.19238,2975.579945,507.6276,1512.6226,0.457683901753802,0.0886473756650061
33199,605.432536,1747.666962,393.0834,985.5679,0.476584071794096,-0.0367414168912794
33204,586.116448,1868.636402,342.9598,1095.7389,0.550955590803488,-0.0247352869728529
33208,521.144152,1625.161015,345.7351,1041.158,0.557821318571376,0.174272867331721
33210,723.426518,2168.718658,338.5866,1042.0831,0.36683293557836,0.0772577263982859
33211,675.477744,2001.190617,335.6431,1052.2592,0.367638907444771,-0.0854657861877028
33212,650.405852,2236.032298,332.0268,1084.4695,0.601161269081732,0.0753284235508971
33213,768.302278,2473.361657,382.9914,1119.6233,0.468211190823826,0.0670129386309861
33216,538.435953,1833.126018,284.4262,926.782,0.603993589740482,0.0321832383401781
33219,604.8472,1787.46981,322.1871,1003.313,0.358621801097624,0.112089252217195
33220,902.588112,2244.568448,423.5276,1090.6088,0.45072325711443,0.0298266150364266
33221,492.072464,1491.777574,272.3999,831.2444,0.327120822962883,0.0692231764944629
33226,941.756846,3053.5028,468.5211,1563.7554,0.502177496509265,0.226379439429158
33229,977.291619,2969.165638,498.3766,1514.2205,0.477406180092168,0.00326340942723791
33232,965.438565,2788.272425,472.9784,1334.8352,0.374879311502939,-0.102588979450001
33234,542.460138,1612.84457,309.5721,886.2458,0.255993960393544,0.052410110053474
33235,580.848424,1798.542416,305.1148,962.3563,0.378599827855672,-0.0136429707037661
33239,291.911941,2958.702757,255.664,1041.158,0.9899390919683,-0.0914478084466793
33250,988.583726,3054.795417,496.19,1293.0375,0.4605358822747,0.0887595971071278
33254,654.942206,1858.051576,359.1911,993.1369,0.412848504041709,0.183110707543781
33255,1087.627455,3178.520814,497.7038,1310.0257,0.341169672669969,0.102538002908681
33268,466.756682,1474.705274,280.8099,851.5125,0.550616620395343,0.147542401713291
33271,308.959852,3460.335709,261.3828,1359.4765,0.978911313852122,-0.0474057550616896
33275,337.909595,1393.197236,218.3236,694.3296,0.695645044723287,0.00540951525280597
33281,648.869345,1806.200562,369.5354,970.6822,0.509327412501022,0.00557553590956328
33282,561.507947,1626.892634,343.5485,990.1093,0.591473375201764,-0.273920840624869
33284,837.591427,2117.794426,395.7746,994.9871,0.38881696464169,-0.0728861148597895
33288,969.511528,2533.309819,440.9363,985.8202,0.294399744510426,-0.00188490220782644
33300,772.594742,2249.031635,372.3107,1109.6995,0.383395126792621,0.119361949021707
33302,950.341774,2798.296304,425.7142,1288.0756,0.506144003136611,-0.101017209326754
33303,506.779031,1517.166523,293.4249,796.0065,0.464202541324565,0.254699957077864
33304,572.824443,1522.556492,302.4236,772.7949,0.387918726685924,0.00698956569226672
33314,594.750154,1785.055299,326.3921,848.8213,0.520827165290827,0.0645945368150009
33318,771.497237,2176.645083,355.8271,1030.9819,0.35048100835594,0.0405654142791205
33319,1062.531174,2926.216609,463.6433,1153.0951,0.62689651283169,0.222900899843092
33332,577.702243,1550.091673,343.969,887.8437,0.26067732874697,0.149828457948873
33342,1052.312183,3464.042837,479.2859,1463.0877,0.514276357873647,-0.212669389660012
33360,364.737495,1389.68522,227.07,723.4282,0.700196476268323,0.17697555154363
33366,864.394938,2260.762744,409.9034,1185.3895,0.455337968535023,-0.0693419651378441
33367,776.448204,2383.878416,416.4632,1261.1636,0.345690200435839,0.214677845857635
33368,705.915216,2169.377161,378.5341,1137.873,0.434267175733285,0.0501490613332694
33378,690.867203,1696.49884,345.651,912.1486,0.317175464139387,0.232841393389474
33381,768.277889,2370.781523,382.4027,1098.346,0.336099678918286,0.0179817950776251
33384,1113.138349,3163.106966,550.3504,1282.1045,0.463217050260559,0.154807063540299
33386,976.998951,2839.586881,477.4357,1375.5396,0.461046616574371,-0.0670345446971562
33387,431.734078,1379.490618,245.9084,749.4992,0.537615961621797,0.090660277879391
33388,441.92868,1316.737721,247.4222,670.7816,0.66776180137919,0.131581313518436
33392,365.469165,3478.35918,300.6575,1405.1428,0.96924378525787,-0.219425552664958
33393,352.055215,1701.327862,227.6587,847.728,0.689868228066803,0.296210947068716
33399,1257.691952,3719.395667,600.9786,1666.1892,0.371295292573153,0.0640022913176321
33400,457.04986,1660.305564,262.392,802.0617,0.521630641806178,0.258469958518568
33401,580.506978,1583.82166,351.2016,932.7531,0.527791645064353,0.0180010431664657
33404,324.788313,3966.773294,267.6062,1471.8341,0.992958461300196,0.0818591529531438
33406,476.853728,1640.282195,277.9505,937.5468,0.65498570422961,-0.118582843593656
33411,651.405801,1670.256276,365.835,940.4903,0.470737041368383,-0.166358392864019
33415,657.966442,1839.442769,319.2436,891.6282,0.399792624505663,0.0118820949496592
33416,948.049208,2695.691781,425.7142,1242.4934,0.26013157941922,0.0913554733522859
33417,658.868835,1998.92244,321.1779,940.0698,0.447543691975272,0.108643259358038
33418,471.073535,1943.461854,254.3184,865.5572,0.688905877680564,0.119614473310977
33420,1204.865378,3864.656551,516.9627,1667.3666,0.342465384487252,0.0526368561995962
33421,688.135635,2063.455734,348.9309,1075.639,0.521743620320759,-0.147096814683496
33423,665.722144,2129.013366,346.3238,1130.5563,0.468256726362874,0.0360987054762838
33426,855.297841,2534.602436,416.2109,1247.7917,0.450527721889656,0.0302589081919136
33429,669.112215,2065.675133,335.6431,1060.7533,0.389878719872128,0.145593221092136
33433,911.246207,2533.358597,443.6275,1187.492,0.397827705659245,0.0254965374740002
33435,988.97395,2876.341104,518.4765,1486.047,0.426331374734452,-0.0282127078735156
33436,1006.631586,2803.588717,499.8904,1440.7171,0.38435265093922,0.024138295574663
33445,605.359369,1871.270414,357.3409,949.9095,0.419836109198964,0.207859497086003
33450,749.327636,2151.158578,452.1216,1159.739,0.484392747676475,-0.0505560210610546
33456,520.656372,1584.480163,296.032,868.5007,0.560943680741693,0.0893795690922974
33457,1050.165951,2789.028484,503.1703,1395.7236,0.265525626656927,-0.0487450552847498
33458,1164.233304,3003.041959,507.6276,1319.7813,0.392706019565205,0.196437463885964
33459,1219.474389,3597.084832,557.1625,1638.8567,0.328713709663848,0.0949399545125202
33464,461.415491,1542.335971,263.3171,765.2259,0.67212545089518,0.115813500011521
33465,551.947459,1808.956519,300.8257,909.121,0.56748380159114,0.159392874866948
33466,732.328503,2003.019792,391.065,1106.5878,0.4535138134379,0.0422943734311605
33467,685.672346,1738.423531,390.224,921.8201,0.291034663595904,0.212085869365713
33478,551.020677,1939.998616,276.1003,886.7504,0.5408066742653,0.0801003008196937
33487,782.204008,2638.475187,353.3882,1249.4737,0.517973421938428,0.0636910953297847
33490,450.294107,1200.743637,248.8519,643.1968,0.565195923669816,0.16144673793532
33491,660.161452,1876.367715,328.0741,933.4259,0.422275111765922,0.145754234289475
33503,1004.753633,3237.371471,507.5435,1429.4477,0.465665400004191,0.240240169671737
33507,734.791792,2163.962803,397.4566,1124.5011,0.450808590072944,0.251933057645002
33510,399.906433,1367.97901,238.844,695.1706,0.688539330439037,0.0803798554052073
33517,424.758824,1444.145857,248.4314,677.3414,0.567813693263187,0.107667609142132
33519,549.508559,1970.045864,299.8165,952.1802,0.520153426190234,-0.0856937976284849
33523,626.041241,1684.182395,328.831,703.4965,0.416350728590983,0.151495338425796
33525,503.071903,1426.073608,280.6417,742.603,0.520028810911528,0.030583698127739
33534,631.284876,1846.515579,332.1109,836.7109,0.446961007812794,-0.00372801335852779
33545,466.244513,1587.992179,260.2054,900.0382,0.46651476675811,0.0972951998606177
33546,451.708669,1701.035194,247.6745,807.7805,0.614875310496138,-0.162488866020907
33550,398.126036,1740.64293,229.3407,900.3746,0.67466362667246,-0.417008175738944
33566,397.930924,1737.789417,226.9018,759.5912,0.672809003878017,0.183479768457685
33602,578.531469,1751.544813,296.6207,724.7738,0.606088303687381,0.0173216883541489
33612,375.200376,1483.899927,216.2211,685.5832,0.752808017699728,-0.112195623700411
33614,697.549789,1792.786612,351.0334,824.8528,0.324485600987303,0.247359511806487
33617,612.261456,2090.38119,321.4302,1107.7652,0.416706111520834,0.251850286874741
33631,1121.381831,2952.995731,497.872,1253.1741,0.149687246897267,0.0625393299875681
33636,610.676171,1997.898102,313.2725,1017.9464,0.375632319070062,0.0440354776444158
33647,269.791118,1648.20862,172.8255,761.6096,0.872925200022103,0.00257826694155172
33661,344.250735,4165.909479,247.1699,1472.0023,0.997347803840287,-0.0189894033929348
33664,575.190176,1957.119694,297.2935,1024.7585,0.485368367241303,0.0177009235927645
33667,1037.825117,1871.831361,509.3096,882.2931,0.224071849661426,0.0810696053553379
33669,718.914553,2367.68412,382.5709,1217.6839,0.492879705529434,0.208170411276836
33677,519.193032,1458.096365,340.9414,886.8345,0.427561970812812,0.2068473526466
33681,758.936902,2255.470331,447.6643,1191.2765,0.412488482874376,0.290064533697087
33687,612.529735,1499.67961,402.0821,878.5086,0.295266337225099,0.0640663096146163
33692,1334.907526,3812.464091,644.4583,1743.7294,0.342855898575472,0.21154127816113
33698,628.26064,1924.731102,323.0281,954.8714,0.433291297005575,0.189886849046739
33701,485.658157,1520.215148,266.1765,791.8015,0.408302251381017,0.0403745397302422
33706,369.322627,1427.658893,212.9412,696.1798,0.788344090263439,0.15828545278462
33708,639.869804,2155.524209,358.3501,1079.2553,0.459137392344535,-0.0186890707747822
33712,940.098394,2638.255686,474.4922,1284.8798,0.515533068630872,0.134478161972877
33718,1045.483263,3142.303149,491.4804,1543.4032,0.578733531401775,0.0211908771286073
33724,722.353402,2032.286592,376.8521,983.2131,0.299453413500144,0.212177561276237
33733,604.091141,1963.582779,362.471,1080.2645,0.499811245443995,0.11278022980667
33738,606.261762,3666.934928,439.5066,1232.6537,0.621910560430811,0.0656416542438996
33741,766.156046,2233.447064,392.6629,1086.9925,0.544417333630995,-0.117505721749835
33745,951.41489,2912.924604,468.5211,1360.2334,0.505972931916928,0.0247773635800475
33755,738.815977,2025.01867,375.7588,967.3182,0.586010822598438,-0.0142864426777592
33756,836.225643,2491.726574,420.0795,1223.0663,0.462494303326365,0.0237206777816292
33758,1059.653272,2934.655203,498.8812,1116.4275,0.490497569387294,0.0976426682597624
33759,586.994452,1478.436791,312.0951,752.0222,0.445993991216147,-0.0254456304255672
33766,823.348251,2410.974595,405.6984,1109.7836,0.266448043740605,0.0371120180791102
33768,658.234721,2137.378793,329.4197,912.485,0.590581545922328,-0.0156304476128147
33772,1256.667614,4194.127552,556.4897,1812.6914,0.475718016508999,-0.110703168087438
33773,934.196256,2740.421207,434.7129,1324.0704,0.500712734649152,-0.0351342304569262
33775,297.5458,2257.299506,189.7296,910.9712,0.773780986109606,-0.104383499916533
33776,903.831951,2674.546518,417.8929,1304.8115,0.307390516008888,0.154130156080654
33777,1066.482192,3441.800069,455.7379,1481.9261,0.433128267201322,-0.0615870369669888
33778,271.839794,2040.993465,182.7493,780.6162,0.814062731636642,0.0895101686728812
33779,702.769035,2278.90816,347.4171,978.4194,0.364641470522152,0.0977583645764217
33780,717.597547,2304.467832,353.5564,1070.0043,0.473796864714617,0.120197480853269
33782,551.093844,1672.939066,296.9571,865.389,0.481421605902961,0.230608726706996
33783,581.409371,1663.037132,324.626,840.4954,0.383854945881956,-0.0435349211336411
33790,642.16237,2017.628803,337.4092,1014.7506,0.44496351275589,0.238247150702129
33792,672.063284,2140.988365,385.0939,1106.2514,0.36764302348242,0.0425861499873808
33795,545.33804,1855.539509,299.5642,918.6243,0.616905777652258,0.0932407532736108
33797,1128.040028,3034.674492,533.6145,1607.6556,0.438345415444386,0.0238617651607196
33798,697.062009,1927.657782,353.4723,897.8516,0.304789612649991,0.0289223030321502
33799,615.09058,1838.662321,325.6352,941.7518,0.330920739210924,0.0846766810134849
33800,1007.143755,2846.318245,487.6118,1395.3872,0.378380441150662,0.0190326282260349
33801,564.385849,1904.854067,299.8165,890.7872,0.634692952709997,0.0194533959245937
33802,654.673927,1866.587726,336.3159,928.8845,0.362382558767093,0.0492323163140715
33804,174.62524,1668.45149,142.6336,701.3099,0.777459946603589,0.0569554193843369
33809,864.711995,2421.291142,412.7628,1204.5643,0.37828114566938,0.00419508928779178
33811,705.915216,2026.018619,362.7233,1108.2698,0.40192630560185,0.10990523747719
33812,1038.9714,3012.090278,500.2268,1564.8487,0.286045771699414,-0.071027418896857
33814,533.314263,1477.558787,308.8152,830.7398,0.407026035743627,0.0140209237818114
33817,270.791067,3916.62951,192.3367,1300.4383,0.966647497029493,0.191606049082717
33819,944.09819,2749.835361,418.818,1265.1163,0.356825724265238,-0.0177655657309682
33831,349.079757,1944.315469,205.5404,840.3272,0.744827742842801,-0.121504762863358
33835,1077.823077,3170.009053,513.3464,1595.5452,0.27762573480326,0.0700500240973769
33842,367.956843,1577.943911,209.3249,711.1496,0.589351945649592,0.182474021624868
33843,387.443654,1756.349446,225.9767,746.5557,0.654501605772587,0.154328882751409
33844,979.828075,3081.111148,452.6262,1390.0889,0.521971026211813,0.127320768666643
33852,495.169867,1514.508122,286.781,869.0053,0.431663550733602,-0.30387919145341
33853,665.868478,2008.67804,376.768,1149.4788,0.391512449547639,0.120838249556352
33860,837.932873,2894.73041,428.1531,1319.529,0.585103694400761,0.059476952903146
33868,653.088642,2130.403539,325.467,1004.4063,0.429226932216795,0.111872717903168
33869,1018.874864,3313.97732,466.6709,1547.5241,0.624791595566442,-0.024171892657466
33874,985.364378,2958.093032,510.5711,1433.4004,0.470135488247208,-0.118606430477444
33879,787.447643,2330.222616,396.6997,1110.12,0.476276831572888,0.138778868042011
33880,923.928487,2448.777545,456.8312,1177.5682,0.277837469678388,0.0306892880914893
33885,596.286661,1622.453836,338.8389,938.3878,0.369081662956952,0.0643444222785032
33886,716.597598,2036.530278,367.1806,970.0094,0.513017230878727,0.0106360748588135
33887,1084.286162,3165.131253,510.8234,1506.0628,0.282414791042953,0.000531152578646221
33889,788.715871,2345.295018,417.3042,1113.484,0.419014918936612,-0.0691263261511442
33891,801.300595,2375.293488,419.2385,1262.9297,0.464200484804832,0.0333525331339581
33892,908.73414,2574.966231,458.0086,1312.4646,0.452987869405114,0.103876069851553
33897,969.487139,2991.140127,432.7786,1325.7524,0.407950934460207,-0.181470449896119
33910,793.057113,2494.823977,424.3686,1171.8494,0.462293322519978,0.0703788142186688
33911,583.409269,1999.068774,285.5195,965.5521,0.534112396437065,0.0690611847354761
33912,843.005785,2664.961641,404.7733,1308.6801,0.445841013633527,-0.145983414680174
33913,651.064355,2017.165412,334.6339,1087.0766,0.476555860390595,-0.0646583819332643
33914,569.361205,1692.913657,304.1056,830.4875,0.519986505025807,-0.0418217100427379
33916,712.622191,2194.424664,345.9874,1010.1251,0.565612302272905,-0.0425491760578416
33921,1006.241362,3293.758839,461.3726,1607.4033,0.531221177569168,-0.0248546732744378
33925,316.935055,1713.766252,189.4773,748.6582,0.733822060038044,0.281778540337375
33928,1071.579493,3063.063288,521.5882,1573.3428,0.475386119412366,-0.0845317031013321
33929,1009.314376,3015.69985,469.4462,1385.3793,0.344821167663438,0.0922689261677945
33930,603.188748,2151.500024,322.4394,1177.3159,0.47886233139801,-0.00914045158024435
33932,840.859553,2530.407528,416.8837,1284.9639,0.394174253494268,0.178230218484969
33935,601.798575,1981.898918,335.0544,1089.2632,0.461077592303574,0.284470875610928
33937,1009.314376,3080.916036,494.1716,1490.9248,0.281794923894311,0.0723747454316226
33938,624.163288,1991.215516,353.7246,1065.547,0.528113078591144,-0.0404645202245998
33939,696.257172,2095.356546,369.4513,929.0527,0.416015929731764,0.116437403162202
33940,895.417746,2737.762806,467.9324,1425.495,0.409678305074858,-0.0128158549357622
33944,689.184362,2033.408486,340.5209,1014.3301,0.331744491299669,0.0776803102309174
33946,908.148804,2989.335341,417.3883,1295.8128,0.454999721393292,-0.153839992798383
33949,700.866693,1970.582422,331.8586,836.4586,0.344567562695581,0.109733581997726
33957,614.163798,2201.863309,301.1621,1057.8098,0.665966523753359,-0.240674524010021
33960,566.019912,1784.616297,318.4026,841.7569,0.599544699238492,0.117963945785668
33961,752.717707,2294.907344,427.228,1176.2226,0.467955643529158,-0.0715077987076146
33965,870.19952,2562.137617,459.7747,1326.8457,0.27720481955648,0.131376017326187
33966,707.622446,2008.946319,374.7496,1052.8479,0.353837242782848,-0.141525077965879
33967,585.701835,1775.226532,334.2134,966.8136,0.389841526309714,0.0387945801079717
33968,707.841947,2355.416453,329.5879,1064.5378,0.454383216170578,0.127794956254753
33972,445.904087,1477.705121,246.4971,725.9512,0.540482136817511,0.0105023673995863
33975,599.627954,1784.226073,341.3619,972.7847,0.273322402088761,0.0606706214815833
33980,650.625353,1976.069947,344.3895,972.5324,0.400252961192451,0.194233106306293
33981,964.09717,2982.213753,492.3214,1418.4306,0.314416078867535,-0.0169533009833543
33982,556.678925,1507.459701,314.9545,869.9304,0.371912074001501,-0.0308033704471109
33984,1051.824403,3353.292388,529.4936,1674.0105,0.398656577366096,0.0981517185438188
33987,548.093997,1867.807176,296.1161,908.6164,0.58673835613025,0.177897920177827
33989,656.0641,1829.687169,366.8442,990.2775,0.468541541128031,0.00866614718051251
33996,640.723419,1868.490068,409.3988,1100.1962,0.396538230304299,-0.0558545717655518
33997,750.400752,2467.069295,376.0952,1315.7445,0.406689814822977,-0.0464525356695745
34000,743.498665,2451.777392,354.8179,1231.4763,0.487782905261808,0.178806723940462
34001,597.506111,1774.007082,312.9361,874.3036,0.557589437765387,0.184530696350524
34003,758.058898,2153.670645,389.7194,1175.4657,0.474744160392444,-0.0900589588944111
34012,898.856595,2490.482735,431.0125,1308.9324,0.348738066483586,0.173786074029008
34013,1096.895275,3123.035839,468.7734,1350.9824,0.265923926143848,0.0538940389632483
34017,1137.844406,3555.379642,529.0731,1686.3732,0.439972335325964,-0.0566782845197014
34021,390.980059,1849.100813,223.7901,845.8778,0.558539147803248,0.110991782909347
34023,775.911646,2383.488192,366.3396,1123.1555,0.445252480618204,0.0550693938519065
34024,1094.773432,2936.752657,506.1979,1337.4423,0.208372099558318,-0.055591422770613
34028,734.547902,2276.737539,373.0676,1036.7007,0.391425167490408,0.169106785281593
34030,819.031398,2246.495179,408.8101,1118.2777,0.331441523452668,0.109604393606075
34031,738.352586,2135.817897,358.3501,1038.0463,0.457973112189952,-0.0146505766880981
34035,941.342233,2971.214314,448.0848,1537.6003,0.510394384107409,-0.0271367580566436
34038,822.689748,2719.105221,416.1268,1321.7997,0.467620269133906,-0.159403092661681
34041,833.250185,2485.897603,380.8048,1171.4289,0.543460259741517,-0.0722583259713957
34064,548.923223,1939.071834,280.053,903.4863,0.510779477462975,-0.0225725578403877
34068,529.436412,1726.180253,278.9597,803.3232,0.490419999562284,0.124593795407965
34072,718.597496,1878.587114,382.1504,877.6676,0.309752859006249,0.0205470935679277
34074,604.237475,1885.611146,298.4709,875.1446,0.494527015103814,0.077161388335089
34075,1051.995126,3018.797253,482.1453,1417.926,0.368280228483896,0.132900013215029
34077,649.698571,1817.639003,367.9375,926.2774,0.412124241323806,0.202568961510191
34078,612.334623,1599.698899,327.2331,935.6125,0.464543466049978,-0.104061845544402
34083,587.701733,1978.045456,328.5787,1081.6101,0.502998843013736,-0.0379010167419584
34086,765.034152,2344.148735,403.8482,1144.9374,0.476371246417029,0.11520594951131
34087,1049.336725,2945.971699,494.508,1334.8352,0.335206189008648,-0.136940263104915
34094,557.459373,1973.996882,288.9676,963.1973,0.751057318497249,-0.0995952802641887
34096,961.853382,3056.795315,415.3699,1399.7604,0.505973775346739,0.0544910407142103
34098,986.656995,3941.116066,427.3962,1833.8005,0.630167928568821,-0.379474478921654
34122,551.557235,1570.846712,324.2896,854.1196,0.529915273045894,0.0543169537499721
34124,933.927977,2689.935977,449.2622,1265.4527,0.533602187932562,-0.0383488033581213
34125,993.583471,2565.527688,481.2202,1271.1715,0.329260808783984,0.0743673533243245
34127,709.939401,2040.286184,370.6287,999.6967,0.537656261827477,0.044213728819618
34128,411.832654,3257.199728,324.2896,1264.023,0.871046486958066,-0.0777209579518712
34133,666.136757,1838.68671,374.5814,1005.3314,0.396017874889432,0.176253079151476
34139,1029.508468,2844.098846,476.9311,1330.0415,0.360060016023001,0.0195645907885753
34140,378.27339,1650.964577,221.2671,754.2088,0.722269410077141,0.0331506575639648
34144,556.31309,1982.484254,297.2094,919.2971,0.604980102384254,0.0548270449068855
34153,113.384461,1457.413473,110.2551,647.57,0.840482491544121,0.15958489226544
34166,379.00506,1367.174173,255.3276,750.0038,0.606315394142446,0.109116043961319
34170,616.212474,2007.361034,333.036,936.5376,0.625025818212856,0.0648055616549057
34176,736.816079,2661.669126,409.9034,1461.4898,0.333119096805035,0.0996643591103235
34177,602.16441,1927.560226,332.7837,938.556,0.467608178054906,-0.0322496026388177
34178,610.724949,2085.381445,313.0202,1006.9293,0.442937016638761,-0.0542453982046855
34179,880.881902,2787.223698,415.5381,1377.3057,0.511803593354439,-0.0722400927814358
34183,460.171652,1651.671858,278.1187,806.9395,0.661423154888358,0.210307036344853
34190,1014.436066,2738.64081,506.5343,1407.4976,0.247211940684881,0.0862209963088894
34193,666.965983,2168.523546,351.8744,986.1566,0.64581495948381,-0.00700644646019322
34203,1189.524697,3766.563993,531.5961,1489.4951,0.477762345257581,0.00216446659668246
34210,424.173488,1813.32215,243.5536,904.075,0.824490458125013,-0.177866581617997
34211,698.622905,2227.398592,352.0426,1045.4471,0.564908396240538,0.0936330866205557
34219,803.788273,2589.599631,412.931,1284.3752,0.634850897303823,0.00392763801530216
34220,484.12165,1591.674918,283.2488,846.8029,0.524117483149803,-0.0155954474257711
34223,889.418052,2709.471566,431.6853,1325.8365,0.542002418792406,-0.0144277340087291
34232,683.062723,2187.107964,334.9703,1060.9215,0.585888632835927,0.208108176544714
34235,899.271208,3615.693639,459.5224,1512.8749,0.504687197253464,0.0562689666460581
34253,348.226142,1658.403222,221.5194,797.8567,0.772975128529634,0.011424274622899
34264,663.258855,1823.443585,373.3199,1019.7125,0.401462796753535,0.0638741944249692
34266,632.943328,1957.583085,315.7955,990.9503,0.461750875643233,-0.0188058872803419
34267,1005.241413,3236.542245,468.6893,1480.2441,0.507502750702037,-0.0386149335118938
34269,767.570608,2615.47636,378.5341,1126.2672,0.491081751134427,0.000341189835494804
34274,766.765771,2314.955102,367.6852,1093.4682,0.563516069446773,-0.0360804672891759
34278,556.361868,1829.90667,323.1963,915.5967,0.716845647087422,-0.022440496627512
34279,545.045372,1582.919267,307.0491,802.3981,0.554274845153702,0.134926602616382
34282,570.922101,1697.279288,306.7127,929.6414,0.416106634295445,0.102276125386445
34288,454.269514,1758.520067,263.6535,827.7963,0.68203602597311,0.193706951262026
34292,492.462688,1461.657159,288.7994,854.2037,0.475962151847475,0.184893155673176
34294,859.590305,1941.12051,414.613,1140.9847,0.148891941451914,-0.0413854466079974
34310,633.406719,2028.896521,346.9125,1089.5996,0.46291772816598,0.00729688530354244
34317,922.001756,3030.942975,503.5067,1413.9733,0.572631896512785,0.137766379459754
34324,508.217982,1588.431181,308.8993,719.3914,0.542566883131068,0.0925917075427554
34325,1070.238098,3090.281412,515.533,1496.3072,0.444530647879419,0.12072021858255
34341,662.89302,2009.190209,370.7969,1027.702,0.457779631820328,0.0804967860600756
34348,534.60688,1832.711405,330.5971,970.514,0.608761505192602,0.0637473529833927
34358,1045.849098,2874.365595,496.6105,1328.9482,0.39409031651937,0.156773584371544
34360,928.611175,2863.585657,467.9324,1408.0863,0.55136937982373,0.192872328120065
34361,1228.181262,3518.015694,585.8406,1535.8342,0.385886743000006,0.130897872495578
34366,698.671683,2321.149908,362.7233,1181.2686,0.392456123205732,0.133808808325789
34375,610.603004,2111.965455,326.7285,1047.5496,0.549402249924237,0.144953115927082
34376,297.618967,1666.671093,223.4537,707.281,0.765636003222212,-0.0718060647127913
34377,904.319731,2767.053995,432.9468,1306.5776,0.393541244932278,0.0995548756287414
34389,796.349628,2494.726421,393.6721,1171.0925,0.455213255048215,0.274972491094379
34391,1052.970686,3222.177124,519.8221,1529.1903,0.563858775193339,0.157297010037785
34396,702.15931,1758.129843,392.4106,988.175,0.36288831607173,-0.0850632712661586
34398,626.455854,2092.600589,357.5932,1062.9399,0.568035181989865,0.192832900137275
34400,593.652649,1718.790386,328.9151,890.7031,0.5458835870338,0.0443714080700566
34403,565.312631,1713.522362,350.9493,987.9227,0.435599439488303,0.159746353207254
34405,678.672703,1933.413586,388.7943,1057.2211,0.329158072055574,0.120621205136127
34407,670.868223,1826.784878,386.1872,1032.4116,0.325984579557988,0.0421233204194418
34408,445.269973,1286.958752,283.3329,733.0156,0.362739227697876,0.0642525165612422
34413,379.322117,1209.109064,261.2146,669.3519,0.439761555931815,0.143810884067188
34414,451.537946,1475.607667,284.3421,798.0249,0.33651723207558,0.219619325903113
34416,618.407484,1987.362054,347.8376,1080.685,0.472793437958047,0.0204632191800167
34417,561.288446,1553.676856,334.8862,870.435,0.401651408070515,0.205151170248483
34418,584.287273,1562.627619,312.5156,819.6386,0.433635849890246,0.0977022432062788
34419,982.437698,2596.306606,450.6919,1249.4737,0.294171666959967,0.0688458034938335
34420,786.813529,2090.62508,398.4658,1060.0805,0.340962410931636,0.174347058222944
34421,487.438554,1772.421797,267.8585,815.9382,0.593081769125602,0.33467412342984
34422,540.411462,2405.267569,302.5077,1225.1688,0.598830678571493,-0.00648818422719899
